January 23 2020, 11:10 am,http://localhost:4000/super-pos,performance,100,/Users/tanuj.sharma/Desktop/Projects/CLI/lighthouse/reports/localhost/SuperPos/html_reports/desktop/SuperPos__(January 23 2020, 11:10 am).html
January 23 2020, 11:14 am,http://localhost:4000/super-pos,performance,97,/Users/tanuj.sharma/Desktop/Projects/CLI/lighthouse/reports/localhost/SuperPos/html_reports/desktop/SuperPos__(January 23 2020, 11:14 am).html
January 23 2020, 11:17 am,http://localhost:4000/super-pos,performance,99,/Users/tanuj.sharma/Desktop/Projects/CLI/lighthouse/reports/localhost/SuperPos/html_reports/desktop/SuperPos__(January 23 2020, 11:17 am).html
