January 23 2020, 11:14 am,http://localhost:4000/new-smart-retail,performance,98,/Users/tanuj.sharma/Desktop/Projects/CLI/lighthouse/reports/localhost/HomePage/html_reports/desktop/HomePage__(January 23 2020, 11:14 am).html
January 23 2020, 11:17 am,http://localhost:4000/new-smart-retail,performance,91,/Users/tanuj.sharma/Desktop/Projects/CLI/lighthouse/reports/localhost/HomePage/html_reports/desktop/HomePage__(January 23 2020, 11:17 am).html
